continent,country,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,people_fully_vaccinated,population
North America,Canada,2021-04-03,1005978.0,7096.0,23051.0,19.0,801.0,731817.0,38067913.0
North America,Canada,2021-04-04,1009472.0,3494.0,23075.0,24.0,833.0,732694.0,38067913.0
North America,Canada,2021-04-05,1017760.0,8288.0,23096.0,21.0,873.0,746026.0,38067913.0
North America,Canada,2021-04-06,1028626.0,10866.0,23142.0,46.0,879.0,758045.0,38067913.0
North America,Canada,2021-04-07,1036386.0,7760.0,23174.0,32.0,897.0,775852.0,38067913.0
North America,Canada,2021-04-08,1044733.0,8347.0,23212.0,38.0,928.0,794148.0,38067913.0
North America,Canada,2021-04-09,1053999.0,9266.0,23252.0,40.0,962.0,813509.0,38067913.0
North America,Canada,2021-04-10,1061368.0,7369.0,23288.0,36.0,1000.0,830187.0,38067913.0
North America,Canada,2021-04-11,1069041.0,7673.0,23316.0,28.0,1026.0,835183.0,38067913.0
North America,Canada,2021-04-12,1079582.0,10541.0,23357.0,41.0,1059.0,854368.0,38067913.0
North America,Canada,2021-04-13,1087048.0,7466.0,23393.0,36.0,1067.0,869327.0,38067913.0
North America,Canada,2021-04-14,1096000.0,8952.0,23446.0,53.0,1097.0,883266.0,38067913.0
North America,Canada,2021-04-15,1105778.0,9778.0,23501.0,55.0,1117.0,900049.0,38067913.0
North America,Canada,2021-04-16,1115036.0,9258.0,23542.0,41.0,1178.0,907704.0,38067913.0
North America,Canada,2021-04-17,1122116.0,7080.0,23590.0,48.0,1213.0,931734.0,38067913.0
North America,Canada,2021-04-18,1130006.0,7890.0,23624.0,34.0,1237.0,937331.0,38067913.0
North America,Canada,2021-04-19,1140322.0,10316.0,23668.0,44.0,1262.0,957698.0,38067913.0
North America,Canada,2021-04-20,1147636.0,7314.0,23714.0,46.0,1295.0,969598.0,38067913.0
North America,Canada,2021-04-21,1155855.0,8219.0,23764.0,50.0,1325.0,983203.0,38067913.0
North America,Canada,2021-04-22,1164756.0,8901.0,23823.0,59.0,1345.0,1001159.0,38067913.0
North America,Canada,2021-04-23,1173220.0,8464.0,23884.0,61.0,1367.0,1020228.0,38067913.0
North America,Canada,2021-04-24,1180681.0,7461.0,23928.0,44.0,1391.0,1036073.0,38067913.0
North America,Canada,2021-04-25,1187484.0,6803.0,23966.0,38.0,1405.0,1045835.0,38067913.0
North America,Canada,2021-04-26,1196400.0,8916.0,24025.0,59.0,1434.0,1054905.0,38067913.0
North America,Canada,2021-04-27,1203429.0,7029.0,24066.0,41.0,1436.0,1075659.0,38067913.0
North America,Canada,2021-04-28,1211651.0,8222.0,24118.0,52.0,1431.0,1092121.0,38067913.0
North America,Canada,2021-04-29,1220914.0,9263.0,24170.0,52.0,1463.0,1113120.0,38067913.0
North America,Canada,2021-04-30,1229305.0,8391.0,24220.0,50.0,1456.0,1131122.0,38067913.0
North America,Canada,2021-05-01,1235669.0,6364.0,24262.0,42.0,1469.0,1150212.0,38067913.0
North America,Canada,2021-05-02,1241406.0,5737.0,24301.0,39.0,1468.0,1161709.0,38067913.0
North America,Canada,2021-05-03,1252391.0,10985.0,24343.0,42.0,1462.0,1170449.0,38067913.0
North America,Canada,2021-05-04,1259137.0,6746.0,24400.0,57.0,1462.0,1190321.0,38067913.0
North America,Canada,2021-05-05,1266916.0,7779.0,24451.0,51.0,1438.0,1208779.0,38067913.0
North America,Canada,2021-05-06,1275006.0,8090.0,24490.0,39.0,1425.0,1231759.0,38067913.0
North America,Canada,2021-05-07,1282734.0,7728.0,24530.0,40.0,1409.0,1257579.0,38067913.0
North America,Canada,2021-05-08,1288676.0,5942.0,24569.0,39.0,1391.0,1278194.0,38067913.0
North America,Canada,2021-05-09,1294118.0,5442.0,24627.0,58.0,1386.0,1286599.0,38067913.0
North America,Canada,2021-05-10,1302989.0,8871.0,24683.0,56.0,1368.0,1304807.0,38067913.0
North America,Canada,2021-05-11,1308541.0,5552.0,24715.0,32.0,1345.0,1324619.0,38067913.0
North America,Canada,2021-05-12,1315207.0,6666.0,24769.0,54.0,1329.0,1348808.0,38067913.0
North America,Canada,2021-05-13,1321104.0,5897.0,24826.0,57.0,1330.0,1377806.0,38067913.0
North America,Canada,2021-05-14,1327839.0,6735.0,24870.0,44.0,1343.0,1413171.0,38067913.0
North America,Canada,2021-05-15,1332229.0,4390.0,24909.0,39.0,1346.0,1438441.0,38067913.0
North America,Canada,2021-05-16,1336374.0,4145.0,24949.0,40.0,1350.0,1454104.0,38067913.0
North America,Canada,2021-05-17,1342824.0,6450.0,24983.0,34.0,1332.0,1468784.0,38067913.0
North America,Canada,2021-05-18,1346736.0,3912.0,25019.0,36.0,1321.0,1496930.0,38067913.0
North America,Canada,2021-05-19,1351766.0,5030.0,25067.0,48.0,1283.0,1533515.0,38067913.0
North America,Canada,2021-05-20,1356616.0,4850.0,25112.0,45.0,1243.0,1577950.0,38067913.0
North America,Canada,2021-05-21,1360950.0,4334.0,25163.0,51.0,1233.0,1632148.0,38067913.0
North America,Canada,2021-05-22,1364195.0,3245.0,25204.0,41.0,1204.0,1682472.0,38067913.0
North America,Canada,2021-05-23,1367023.0,2828.0,25232.0,28.0,1190.0,1706455.0,38067913.0
North America,Canada,2021-05-24,1368739.0,1716.0,25262.0,30.0,1171.0,1726387.0,38067913.0
North America,Canada,2021-05-25,1372490.0,3751.0,25325.0,63.0,1174.0,1749400.0,38067913.0
North America,Canada,2021-05-26,1374976.0,2486.0,25362.0,37.0,1149.0,1802878.0,38067913.0
North America,Canada,2021-05-27,1379674.0,4698.0,25412.0,50.0,1108.0,1866070.0,38067913.0
North America,Canada,2021-05-28,1382769.0,3095.0,25441.0,29.0,1078.0,1937922.0,38067913.0
North America,Canada,2021-05-29,1384928.0,2159.0,25479.0,38.0,1050.0,2007771.0,38067913.0
North America,Canada,2021-05-30,1386871.0,1943.0,25513.0,34.0,1040.0,2073875.0,38067913.0
North America,Canada,2021-05-31,1389814.0,2943.0,25548.0,35.0,1032.0,2139416.0,38067913.0
North America,Canada,2021-06-01,1391540.0,1726.0,25567.0,19.0,988.0,2222979.0,38067913.0
North America,Canada,2021-06-02,1393730.0,2190.0,25613.0,46.0,953.0,2324364.0,38067913.0
North America,Canada,2021-06-03,1395909.0,2179.0,25645.0,32.0,898.0,2464483.0,38067913.0
North America,Canada,2021-06-04,1397898.0,1989.0,25680.0,35.0,852.0,2634678.0,38067913.0
North America,Canada,2021-06-05,1399231.0,1333.0,25713.0,33.0,834.0,2779889.0,38067913.0
North America,Canada,2021-06-06,1400580.0,1349.0,25725.0,12.0,815.0,2906466.0,38067913.0
North America,Canada,2021-06-07,1402369.0,1789.0,25762.0,37.0,806.0,3060747.0,38067913.0
North America,Canada,2021-06-08,1403490.0,1121.0,25792.0,30.0,778.0,3250887.0,38067913.0
North America,Canada,2021-06-09,1404927.0,1437.0,25844.0,52.0,752.0,3490333.0,38067913.0
North America,Canada,2021-06-10,1406417.0,1490.0,25874.0,30.0,733.0,3790710.0,38067913.0
North America,Canada,2021-06-11,1407795.0,1378.0,25887.0,13.0,711.0,4119783.0,38067913.0
North America,Canada,2021-06-12,1408935.0,1140.0,25915.0,28.0,681.0,4411834.0,38067913.0
North America,Canada,2021-06-13,1409909.0,974.0,25932.0,17.0,690.0,4673552.0,38067913.0
North America,Canada,2021-06-14,1411228.0,1319.0,25946.0,14.0,664.0,4990517.0,38067913.0
North America,Canada,2021-06-15,1412121.0,893.0,25973.0,27.0,624.0,5321555.0,38067913.0
North America,Canada,2021-06-16,1413203.0,1082.0,26002.0,29.0,609.0,5688674.0,38067913.0
North America,Canada,2021-06-17,1414304.0,1101.0,26013.0,11.0,579.0,6092047.0,38067913.0
North America,Canada,2021-06-18,1415272.0,968.0,26024.0,11.0,572.0,6529912.0,38067913.0
North America,Canada,2021-06-19,1416009.0,737.0,26055.0,31.0,545.0,6884371.0,38067913.0
North America,Canada,2021-06-20,1416589.0,580.0,26077.0,22.0,547.0,7174726.0,38067913.0
North America,Canada,2021-06-21,1417625.0,1036.0,26103.0,26.0,538.0,7500859.0,38067913.0
North America,Canada,2021-06-22,1418135.0,510.0,26156.0,53.0,520.0,7910137.0,38067913.0
North America,Canada,2021-06-23,1418853.0,718.0,26176.0,20.0,514.0,8367662.0,38067913.0
North America,Canada,2021-06-24,1419569.0,716.0,26193.0,17.0,491.0,8891527.0,38067913.0
North America,Canada,2021-06-25,1420191.0,622.0,26198.0,5.0,478.0,9356822.0,38067913.0
North America,Canada,2021-06-26,1420724.0,533.0,26215.0,17.0,477.0,9756793.0,38067913.0
North America,Canada,2021-06-27,1421122.0,398.0,26228.0,13.0,479.0,10074700.0,38067913.0
North America,Canada,2021-06-28,1422053.0,931.0,26239.0,11.0,458.0,10696323.0,38067913.0
North America,Canada,2021-06-29,1422618.0,565.0,26275.0,36.0,438.0,11226699.0,38067913.0
North America,Canada,2021-06-30,1423170.0,552.0,26296.0,21.0,434.0,11777117.0,38067913.0
North America,Canada,2021-07-01,1423321.0,151.0,26315.0,19.0,435.0,12198554.0,38067913.0
North America,Canada,2021-07-02,1424160.0,839.0,26339.0,24.0,404.0,12709604.0,38067913.0
North America,Canada,2021-07-03,1424502.0,342.0,26349.0,10.0,387.0,13040331.0,38067913.0
North America,Canada,2021-07-04,1424784.0,282.0,26361.0,12.0,380.0,13331085.0,38067913.0
North America,Canada,2021-07-05,1425594.0,810.0,26369.0,8.0,360.0,13876048.0,38067913.0
North America,Canada,2021-07-06,1425884.0,290.0,26382.0,13.0,353.0,14315888.0,38067913.0
North America,Canada,2021-07-07,1426435.0,551.0,26388.0,6.0,339.0,14776180.0,38067913.0
North America,Canada,2021-07-08,1427027.0,592.0,26406.0,18.0,335.0,15337883.0,38067913.0
North America,Canada,2021-07-09,1427582.0,555.0,26420.0,14.0,322.0,15833178.0,38067913.0
North America,Canada,2021-07-10,1427899.0,317.0,26429.0,9.0,317.0,16164935.0,38067913.0
North America,Canada,2021-07-11,1428161.0,262.0,26437.0,8.0,319.0,16423251.0,38067913.0
North America,Canada,2021-07-12,1428687.0,526.0,26440.0,3.0,318.0,16874288.0,38067913.0
North America,Canada,2021-07-13,1429029.0,342.0,26451.0,11.0,307.0,17251309.0,38067913.0
North America,Canada,2021-07-14,1429369.0,340.0,26459.0,8.0,290.0,17633834.0,38067913.0
North America,Canada,2021-07-15,1429747.0,378.0,26473.0,14.0,273.0,18026795.0,38067913.0
North America,Canada,2021-07-16,1430127.0,380.0,26490.0,17.0,259.0,18412793.0,38067913.0
North America,Canada,2021-07-17,1430437.0,310.0,26494.0,4.0,252.0,18681854.0,38067913.0
North America,Canada,2021-07-18,1430740.0,303.0,26501.0,7.0,252.0,18883349.0,38067913.0
North America,Canada,2021-07-19,1431378.0,638.0,26505.0,4.0,250.0,19266611.0,38067913.0
North America,Canada,2021-07-20,1431691.0,313.0,26509.0,4.0,249.0,19565469.0,38067913.0
North America,Canada,2021-07-21,1432208.0,517.0,26513.0,4.0,248.0,19911150.0,38067913.0
North America,Canada,2021-07-22,1432606.0,398.0,26527.0,14.0,242.0,20250237.0,38067913.0
North America,Canada,2021-07-23,1433200.0,594.0,26540.0,13.0,234.0,20564400.0,38067913.0
North America,Canada,2021-07-24,1433525.0,325.0,26545.0,5.0,231.0,20782670.0,38067913.0
North America,Canada,2021-07-25,1433792.0,267.0,26549.0,4.0,228.0,20956259.0,38067913.0
North America,Canada,2021-07-26,1434866.0,1074.0,26554.0,5.0,225.0,21305448.0,38067913.0
North America,Canada,2021-07-27,1435403.0,537.0,26561.0,7.0,228.0,21547505.0,38067913.0
North America,Canada,2021-07-28,1436199.0,796.0,26571.0,10.0,218.0,21783373.0,38067913.0
North America,Canada,2021-07-29,1437111.0,912.0,26577.0,6.0,219.0,22013722.0,38067913.0
North America,Canada,2021-07-30,1438021.0,910.0,26593.0,16.0,207.0,22232428.0,38067913.0
North America,Canada,2021-07-31,1438457.0,436.0,26599.0,6.0,201.0,22387511.0,38067913.0
North America,Canada,2021-08-01,1438817.0,360.0,26601.0,2.0,199.0,22511850.0,38067913.0
North America,Canada,2021-08-02,1439032.0,215.0,26602.0,1.0,199.0,22593297.0,38067913.0
North America,Canada,2021-08-03,1441275.0,2243.0,26608.0,6.0,196.0,22832510.0,38067913.0
North America,Canada,2021-08-04,1442255.0,980.0,26619.0,11.0,202.0,22970427.0,38067913.0
North America,Canada,2021-08-05,1443778.0,1523.0,26638.0,19.0,200.0,23125079.0,38067913.0
North America,Canada,2021-08-06,1445330.0,1552.0,26655.0,17.0,202.0,23267702.0,38067913.0
North America,Canada,2021-08-07,1445915.0,585.0,26664.0,9.0,203.0,23371737.0,38067913.0
North America,Canada,2021-08-08,1446497.0,582.0,26670.0,6.0,206.0,23454726.0,38067913.0
North America,Canada,2021-08-09,1449706.0,3209.0,26679.0,9.0,202.0,23607045.0,38067913.0
North America,Canada,2021-08-10,1451040.0,1334.0,26684.0,5.0,207.0,23716717.0,38067913.0
North America,Canada,2021-08-11,1453000.0,1960.0,26689.0,5.0,219.0,23825594.0,38067913.0
North America,Canada,2021-08-12,1455141.0,2141.0,26693.0,4.0,233.0,23945201.0,38067913.0
North America,Canada,2021-08-13,1457457.0,2316.0,26699.0,6.0,235.0,24058411.0,38067913.0
North America,Canada,2021-08-14,1458325.0,868.0,26702.0,3.0,236.0,24150522.0,38067913.0
North America,Canada,2021-08-15,1459069.0,744.0,26701.0,-1.0,241.0,24229281.0,38067913.0
North America,Canada,2021-08-16,1463616.0,4547.0,26705.0,4.0,261.0,24360564.0,38067913.0
North America,Canada,2021-08-17,1465478.0,1862.0,26720.0,15.0,274.0,24468475.0,38067913.0
North America,Canada,2021-08-18,1467834.0,2356.0,26762.0,42.0,288.0,24562728.0,38067913.0
North America,Canada,2021-08-19,1470803.0,2969.0,26784.0,22.0,284.0,24662167.0,38067913.0
North America,Canada,2021-08-20,1473801.0,2998.0,26790.0,6.0,303.0,24752920.0,38067913.0
North America,Canada,2021-08-21,1474854.0,1053.0,26791.0,1.0,298.0,24827798.0,38067913.0
North America,Canada,2021-08-22,1476010.0,1156.0,26793.0,2.0,306.0,24886760.0,38067913.0
North America,Canada,2021-08-23,1481455.0,5445.0,26815.0,22.0,345.0,24977514.0,38067913.0
North America,Canada,2021-08-24,1483660.0,2205.0,26849.0,34.0,352.0,25061592.0,38067913.0
North America,Canada,2021-08-25,1487197.0,3537.0,26919.0,70.0,367.0,25130993.0,38067913.0
North America,Canada,2021-08-26,1490617.0,3420.0,26929.0,10.0,388.0,25212942.0,38067913.0
North America,Canada,2021-08-27,1494397.0,3780.0,26946.0,17.0,395.0,25288011.0,38067913.0
North America,Canada,2021-08-28,1495859.0,1462.0,26953.0,7.0,402.0,25342990.0,38067913.0
North America,Canada,2021-08-29,1497283.0,1424.0,26954.0,1.0,398.0,25390677.0,38067913.0
North America,Canada,2021-08-30,1504157.0,6874.0,26972.0,18.0,432.0,25470637.0,38067913.0
North America,Canada,2021-08-31,1507092.0,2935.0,26989.0,17.0,452.0,25522625.0,38067913.0
North America,Canada,2021-09-01,1511046.0,3954.0,27020.0,31.0,465.0,25584928.0,38067913.0
North America,Canada,2021-09-02,1515042.0,3996.0,27045.0,25.0,473.0,25639587.0,38067913.0
North America,Canada,2021-09-03,1519248.0,4206.0,27061.0,16.0,489.0,25700670.0,38067913.0
North America,Canada,2021-09-04,1520899.0,1651.0,27069.0,8.0,491.0,25747556.0,38067913.0
North America,Canada,2021-09-05,1522643.0,1744.0,27072.0,3.0,501.0,25784916.0,38067913.0
North America,Canada,2021-09-06,1523693.0,1050.0,27073.0,1.0,526.0,25806079.0,38067913.0
North America,Canada,2021-09-07,1533589.0,9896.0,27122.0,49.0,567.0,25865904.0,38067913.0
North America,Canada,2021-09-08,1537294.0,3705.0,27164.0,42.0,598.0,25912880.0,38067913.0
North America,Canada,2021-09-09,1541555.0,4261.0,27190.0,26.0,597.0,25966696.0,38067913.0
North America,Canada,2021-09-10,1546154.0,4599.0,27230.0,40.0,616.0,26021043.0,38067913.0
North America,Canada,2021-09-11,1547099.0,945.0,27235.0,5.0,626.0,26064301.0,38067913.0
North America,Canada,2021-09-12,1549902.0,2803.0,27247.0,12.0,632.0,26099675.0,38067913.0
North America,Canada,2021-09-13,1559129.0,9227.0,27289.0,42.0,671.0,26154961.0,38067913.0
North America,Canada,2021-09-14,1563143.0,4014.0,27315.0,26.0,687.0,26194308.0,38067913.0
North America,Canada,2021-09-15,1567557.0,4414.0,27356.0,41.0,690.0,26239859.0,38067913.0
North America,Canada,2021-09-16,1572228.0,4671.0,27377.0,21.0,703.0,26293698.0,38067913.0
North America,Canada,2021-09-17,1577335.0,5107.0,27421.0,44.0,712.0,26352475.0,38067913.0
North America,Canada,2021-09-18,1579181.0,1846.0,27434.0,13.0,704.0,26393304.0,38067913.0
North America,Canada,2021-09-19,1581003.0,1822.0,27445.0,11.0,705.0,26427763.0,38067913.0
North America,Canada,2021-09-20,1589989.0,8986.0,27487.0,42.0,725.0,26494054.0,38067913.0
North America,Canada,2021-09-21,1593674.0,3685.0,27539.0,52.0,725.0,26544927.0,38067913.0
North America,Canada,2021-09-22,1597789.0,4115.0,27590.0,51.0,749.0,26596103.0,38067913.0
North America,Canada,2021-09-23,1602413.0,4624.0,27636.0,46.0,742.0,26656853.0,38067913.0
North America,Canada,2021-09-24,1606974.0,4561.0,27677.0,41.0,768.0,26722030.0,38067913.0
North America,Canada,2021-09-25,1608019.0,1045.0,27690.0,13.0,754.0,26768204.0,38067913.0
North America,Canada,2021-09-26,1609156.0,1137.0,27695.0,5.0,753.0,26810928.0,38067913.0
North America,Canada,2021-09-27,1620537.0,11381.0,27751.0,56.0,784.0,26872085.0,38067913.0
North America,Canada,2021-09-28,1624001.0,3464.0,27808.0,57.0,779.0,26913108.0,38067913.0
North America,Canada,2021-09-29,1628329.0,4328.0,27875.0,67.0,778.0,26963783.0,38067913.0
North America,Canada,2021-09-30,1631647.0,3318.0,27914.0,39.0,780.0,27019931.0,38067913.0
North America,Canada,2021-10-01,1637441.0,5794.0,27974.0,60.0,754.0,27072837.0,38067913.0
North America,Canada,2021-10-02,1639169.0,1728.0,27996.0,22.0,752.0,27111048.0,38067913.0
North America,Canada,2021-10-03,1640565.0,1396.0,28002.0,6.0,760.0,27142252.0,38067913.0
North America,Canada,2021-10-04,1648942.0,8377.0,28054.0,52.0,764.0,27201011.0,38067913.0
North America,Canada,2021-10-05,1651603.0,2661.0,28109.0,55.0,759.0,27244079.0,38067913.0
North America,Canada,2021-10-06,1655406.0,3803.0,28165.0,56.0,752.0,27290541.0,38067913.0
North America,Canada,2021-10-07,1659517.0,4111.0,28196.0,31.0,746.0,27335305.0,38067913.0
North America,Canada,2021-10-08,1663716.0,4199.0,28239.0,43.0,746.0,27385016.0,38067913.0
North America,Canada,2021-10-09,1665339.0,1623.0,28246.0,7.0,752.0,27422667.0,38067913.0
North America,Canada,2021-10-10,1666951.0,1612.0,28254.0,8.0,753.0,27454543.0,38067913.0
North America,Canada,2021-10-11,1668068.0,1117.0,28264.0,10.0,745.0,27469924.0,38067913.0
North America,Canada,2021-10-12,1675805.0,7737.0,28343.0,79.0,741.0,27519577.0,38067913.0
North America,Canada,2021-10-13,1678511.0,2706.0,28422.0,79.0,737.0,27567212.0,38067913.0
North America,Canada,2021-10-14,1681669.0,3158.0,28474.0,52.0,731.0,27618125.0,38067913.0
North America,Canada,2021-10-15,1685112.0,3443.0,28521.0,47.0,736.0,27668159.0,38067913.0
North America,Canada,2021-10-16,1686662.0,1550.0,28534.0,13.0,740.0,27700461.0,38067913.0
North America,Canada,2021-10-17,1687939.0,1277.0,28545.0,11.0,743.0,27729050.0,38067913.0
North America,Canada,2021-10-18,1693442.0,5503.0,28616.0,71.0,745.0,27787036.0,38067913.0
North America,Canada,2021-10-19,1695788.0,2346.0,28657.0,41.0,717.0,27823372.0,38067913.0
North America,Canada,2021-10-20,1698515.0,2727.0,28698.0,41.0,695.0,27868142.0,38067913.0
North America,Canada,2021-10-21,1701354.0,2839.0,28722.0,24.0,687.0,27911338.0,38067913.0
North America,Canada,2021-10-22,1704019.0,2665.0,28782.0,60.0,670.0,27959770.0,38067913.0
North America,Canada,2021-10-23,1705750.0,1731.0,28797.0,15.0,654.0,27988077.0,38067913.0
North America,Canada,2021-10-24,1707278.0,1528.0,28801.0,4.0,648.0,28012760.0,38067913.0
North America,Canada,2021-10-25,1710785.0,3507.0,28858.0,57.0,645.0,28072232.0,38067913.0
North America,Canada,2021-10-26,1712581.0,1796.0,28894.0,36.0,643.0,28112904.0,38067913.0
North America,Canada,2021-10-27,1715122.0,2541.0,28934.0,40.0,636.0,28152783.0,38067913.0
North America,Canada,2021-10-28,1717762.0,2640.0,28981.0,47.0,638.0,28193077.0,38067913.0
North America,Canada,2021-10-29,1720340.0,2578.0,29005.0,24.0,630.0,28232591.0,38067913.0
North America,Canada,2021-10-30,1721987.0,1647.0,29016.0,11.0,631.0,28257567.0,38067913.0
North America,Canada,2021-10-31,1723506.0,1519.0,29022.0,6.0,630.0,28280047.0,38067913.0
North America,Canada,2021-11-01,1726732.0,3226.0,29077.0,55.0,593.0,28324643.0,38067913.0
North America,Canada,2021-11-02,1728543.0,1811.0,29110.0,33.0,589.0,28345138.0,38067913.0
North America,Canada,2021-11-03,1730818.0,2275.0,29149.0,39.0,586.0,28379118.0,38067913.0
North America,Canada,2021-11-04,1733440.0,2622.0,29169.0,20.0,555.0,28414026.0,38067913.0
North America,Canada,2021-11-05,1735964.0,2524.0,29185.0,16.0,539.0,28446709.0,38067913.0
North America,Canada,2021-11-06,1737252.0,1288.0,29192.0,7.0,542.0,28460991.0,38067913.0
North America,Canada,2021-11-07,1738543.0,1291.0,29203.0,11.0,534.0,28478818.0,38067913.0
North America,Canada,2021-11-08,1743338.0,4795.0,29246.0,43.0,518.0,28522993.0,38067913.0
North America,Canada,2021-11-09,1745702.0,2364.0,29273.0,27.0,522.0,28546674.0,38067913.0
North America,Canada,2021-11-10,1748359.0,2657.0,29303.0,30.0,513.0,28581916.0,38067913.0
North America,Canada,2021-11-11,1749800.0,1441.0,29317.0,14.0,503.0,28601613.0,38067913.0
North America,Canada,2021-11-12,1753722.0,3922.0,29362.0,45.0,493.0,28639191.0,38067913.0
North America,Canada,2021-11-13,1755074.0,1352.0,29376.0,14.0,495.0,28657208.0,38067913.0
North America,Canada,2021-11-14,1756452.0,1378.0,29385.0,9.0,495.0,28674737.0,38067913.0
North America,Canada,2021-11-15,1760822.0,4370.0,29437.0,52.0,496.0,28709667.0,38067913.0
North America,Canada,2021-11-16,1762638.0,1816.0,29458.0,21.0,486.0,28734721.0,38067913.0
North America,Canada,2021-11-17,1765164.0,2526.0,29485.0,27.0,484.0,28767835.0,38067913.0
North America,Canada,2021-11-18,1767962.0,2798.0,29516.0,31.0,468.0,28798541.0,38067913.0
North America,Canada,2021-11-19,1770775.0,2813.0,29534.0,18.0,464.0,28824276.0,38067913.0
North America,Canada,2021-11-20,1772484.0,1709.0,29544.0,10.0,464.0,28841059.0,38067913.0
North America,Canada,2021-11-21,1773959.0,1475.0,29551.0,7.0,468.0,28853929.0,38067913.0
North America,Canada,2021-11-22,1778420.0,4461.0,29579.0,28.0,473.0,28887249.0,38067913.0
North America,Canada,2021-11-23,1780643.0,2223.0,29608.0,29.0,472.0,28902448.0,38067913.0
North America,Canada,2021-11-24,1783319.0,2676.0,29635.0,27.0,473.0,28914962.0,38067913.0
North America,Canada,2021-11-25,1787542.0,4223.0,29655.0,20.0,477.0,28939125.0,38067913.0
North America,Canada,2021-11-26,1790579.0,3037.0,29671.0,16.0,476.0,28964500.0,38067913.0
North America,Canada,2021-11-27,1792561.0,1982.0,29681.0,10.0,466.0,28977403.0,38067913.0
North America,Canada,2021-11-28,1794286.0,1725.0,29686.0,5.0,465.0,28987779.0,38067913.0
North America,Canada,2021-11-29,1798515.0,4229.0,29723.0,37.0,470.0,29010587.0,38067913.0
North America,Canada,2021-11-30,1800867.0,2352.0,29739.0,16.0,470.0,29024735.0,38067913.0
North America,Canada,2021-12-01,1804094.0,3227.0,29767.0,28.0,466.0,29047132.0,38067913.0
North America,Canada,2021-12-02,1807312.0,3218.0,29790.0,23.0,461.0,29065536.0,38067913.0
North America,Canada,2021-12-03,1810825.0,3513.0,29811.0,21.0,454.0,29082569.0,38067913.0
North America,Canada,2021-12-04,1813304.0,2479.0,29819.0,8.0,467.0,29093311.0,38067913.0
North America,Canada,2021-12-05,1815686.0,2382.0,29821.0,2.0,469.0,29101944.0,38067913.0
North America,Canada,2021-12-06,1820693.0,5007.0,29854.0,33.0,473.0,29123034.0,38067913.0
North America,Canada,2021-12-07,1823695.0,3002.0,29880.0,26.0,466.0,29137200.0,38067913.0
North America,Canada,2021-12-08,1827339.0,3644.0,29905.0,25.0,446.0,29157343.0,38067913.0
North America,Canada,2021-12-09,1831341.0,4002.0,29930.0,25.0,443.0,29168167.0,38067913.0
North America,Canada,2021-12-10,1834633.0,3292.0,29953.0,23.0,439.0,29181016.0,38067913.0
North America,Canada,2021-12-11,1839963.0,5330.0,29963.0,10.0,435.0,29191699.0,38067913.0
North America,Canada,2021-12-12,1841976.0,2013.0,29964.0,1.0,450.0,29199358.0,38067913.0
North America,Canada,2021-12-13,1849981.0,8005.0,29994.0,30.0,458.0,29217482.0,38067913.0
North America,Canada,2021-12-14,1854514.0,4533.0,30022.0,28.0,472.0,29229324.0,38067913.0
North America,Canada,2021-12-15,1860556.0,6042.0,30047.0,25.0,458.0,29244693.0,38067913.0
North America,Canada,2021-12-16,1868086.0,7530.0,30065.0,18.0,453.0,29254895.0,38067913.0
North America,Canada,2021-12-17,1877411.0,9325.0,30087.0,22.0,443.0,29270094.0,38067913.0
North America,Canada,2021-12-18,1883674.0,6263.0,30092.0,5.0,450.0,29279704.0,38067913.0
North America,Canada,2021-12-19,1891123.0,7449.0,30097.0,5.0,461.0,29287131.0,38067913.0
North America,Canada,2021-12-20,1908224.0,17101.0,30116.0,19.0,470.0,29308909.0,38067913.0
North America,Canada,2021-12-21,1920427.0,12203.0,30140.0,24.0,475.0,29316253.0,38067913.0
North America,Canada,2021-12-22,1935823.0,15396.0,30167.0,27.0,466.0,29336821.0,38067913.0
North America,Canada,2021-12-23,1958253.0,22430.0,30185.0,18.0,476.0,29352145.0,38067913.0
North America,Canada,2021-12-24,1982343.0,24090.0,30199.0,14.0,462.0,29352145.0,38067913.0
North America,Canada,2021-12-25,1992231.0,9888.0,30203.0,4.0,462.0,29366937.0,38067913.0
North America,Canada,2021-12-26,2000709.0,8478.0,30206.0,3.0,462.0,29367201.0,38067913.0
North America,Canada,2021-12-27,2019852.0,19143.0,30229.0,23.0,474.0,29369067.0,38067913.0
North America,Canada,2021-12-28,2037618.0,17766.0,30251.0,22.0,497.0,29377904.0,38067913.0
North America,Canada,2021-12-29,2117629.0,80011.0,30307.0,56.0,499.0,29391565.0,38067913.0
North America,Canada,2021-12-30,2152633.0,35004.0,30328.0,21.0,514.0,29402591.0,38067913.0
North America,Canada,2021-12-31,2200044.0,47411.0,30377.0,49.0,544.0,29414103.0,38067913.0
North America,Canada,2022-01-01,2218837.0,18793.0,30386.0,9.0,555.0,29419071.0,38067913.0
North America,Canada,2022-01-02,2238448.0,19611.0,30401.0,15.0,574.0,29420224.0,38067913.0
North America,Canada,2022-01-03,2271347.0,32899.0,30429.0,28.0,615.0,29425975.0,38067913.0
North America,Canada,2022-01-04,2355537.0,84190.0,30491.0,62.0,662.0,29450265.0,38067913.0
North America,Canada,2022-01-05,2394518.0,38981.0,30581.0,90.0,701.0,29467043.0,38067913.0
North America,Canada,2022-01-06,2436468.0,41950.0,30648.0,67.0,753.0,29490152.0,38067913.0
